inventory_id,date,region,product,supplier,warehouse,inventory_level,reorder_point,demand_forecast,lead_time_days,supplier_delay_days,order_quantity,unit_cost,holding_cost,stockout_count,supplier_rating,risk_level,on_time_delivery_rate,inventory_value,days_of_supply,shortage_risk
INV-002114,2024-04-16,West,Raw Material B,Supplier-010,WH-West,8812,218,3121,6,3,911,280.22,8.55,8,4.3,Low,0.95,2469298.64,84.7,0
INV-002115,2023-10-10,Central,Component X,Supplier-040,WH-North,9252,358,1256,26,16,1206,331.22,6.58,15,1.6,Critical,0.74,3064447.44,221.0,0
INV-002116,2022-07-20,South,Equipment,Supplier-030,WH-North,1329,1630,4461,39,1,2954,381.64,2.39,14,3.4,High,0.77,507199.56,8.9,1
INV-002117,2022-03-13,West,Raw Material B,Supplier-050,WH-Central,7618,445,3627,52,9,4445,192.94,5.22,3,4.6,Low,0.85,1469816.92,63.0,0
INV-002118,2022-01-08,East,Finished Good 2,Supplier-004,WH-South,5277,1775,296,18,13,4527,383.36,4.85,13,1.4,High,0.73,2022990.72,534.8,0
INV-002119,2023-02-11,Central,Raw Material A,Supplier-046,WH-Central,5227,679,2418,38,22,1037,140.9,4.43,10,4.9,Low,0.98,736484.3,64.9,0
INV-002120,2022-02-04,North,Raw Material A,Supplier-017,WH-North,7700,1739,4870,34,5,2139,190.39,6.7,4,2.8,Low,0.99,1466003.0,47.4,0
INV-002121,2024-07-25,North,Component Y,Supplier-042,WH-Central,4929,1898,4469,47,7,1161,187.09,7.52,6,1.3,Low,0.87,922166.61,33.1,0
INV-002122,2024-04-07,North,Equipment,Supplier-014,WH-South,7813,252,1987,10,17,3815,41.58,3.08,11,4.9,Low,0.79,324864.54,118.0,0
INV-002123,2023-01-09,East,Finished Good 2,Supplier-022,WH-East,7807,779,1113,42,16,1083,97.54,6.79,12,3.2,Low,0.8,761494.78,210.4,0
INV-002124,2022-01-08,East,Component X,Supplier-050,WH-West,1726,1636,754,13,2,529,491.0,3.96,19,2.6,Critical,0.83,847466.0,68.7,0
INV-002125,2024-01-28,West,Finished Good 2,Supplier-011,WH-South,7845,1757,2809,48,12,1739,252.94,0.66,17,4.1,High,0.96,1984314.3,83.8,0
INV-002126,2023-07-26,West,Raw Material B,Supplier-006,WH-Central,7570,1228,4394,47,20,1620,111.2,2.0,6,1.1,Critical,0.94,841784.0,51.7,0
INV-002127,2023-11-06,South,Raw Material A,Supplier-035,WH-West,7108,607,2940,47,18,2064,192.42,6.67,16,3.4,Medium,0.97,1367721.36,72.5,0
INV-002128,2024-02-16,East,Component Y,Supplier-042,WH-East,6363,723,2235,52,1,3778,223.63,8.23,9,3.5,Low,0.98,1422957.69,85.4,0
INV-002129,2024-06-15,North,Component Y,Supplier-025,WH-Central,2938,1618,1974,14,2,1945,236.13,1.09,15,3.5,Medium,0.8,693749.94,44.7,0
INV-002130,2022-06-02,North,Equipment,Supplier-027,WH-West,6619,1707,562,3,5,2876,219.63,1.99,6,3.3,Low,0.91,1453730.97,353.3,0
INV-002131,2023-11-10,Central,Raw Material B,Supplier-005,WH-West,3521,1989,3683,54,16,2806,394.5,4.87,7,2.5,Medium,0.76,1389034.5,28.7,0
INV-002132,2022-02-10,West,Finished Good 2,Supplier-037,WH-West,2723,423,3792,23,14,2313,180.03,1.52,14,4.3,High,0.9,490221.69,21.5,0
INV-002133,2022-04-05,East,Raw Material A,Supplier-022,WH-East,8167,1870,663,26,20,3317,296.69,6.68,1,4.5,Low,0.87,2423067.23,369.5,0
INV-002134,2024-06-11,South,Component Y,Supplier-048,WH-East,3060,417,4463,23,14,3226,227.35,0.82,16,1.5,Medium,0.8,695691.0,20.6,0
INV-002135,2024-06-05,South,Finished Good 1,Supplier-025,WH-East,1004,833,3490,14,26,1211,232.34,1.52,9,4.1,High,0.72,233269.36,8.6,0
INV-002136,2024-03-09,North,Packaging,Supplier-016,WH-South,6957,1014,1228,53,20,3090,471.01,7.43,7,4.4,Critical,0.81,3276816.57,170.0,0
INV-002137,2024-05-14,West,Raw Material B,Supplier-002,WH-North,7859,1768,4037,39,5,4447,163.63,8.36,9,4.4,Medium,0.82,1285968.17,58.4,0
INV-002138,2023-07-05,Central,Component X,Supplier-002,WH-North,674,149,2745,30,7,4840,66.52,2.94,12,2.3,Low,0.96,44834.48,7.4,0
INV-002139,2022-07-08,North,Packaging,Supplier-027,WH-North,7835,1940,1855,35,12,2430,190.8,4.85,19,2.1,Low,0.98,1494918.0,126.7,0
INV-002140,2022-06-01,West,Finished Good 1,Supplier-010,WH-North,9803,1694,4992,15,2,4090,66.6,6.0,2,2.4,Medium,0.99,652879.8,58.9,0
INV-002141,2022-01-27,South,Raw Material B,Supplier-050,WH-East,8066,300,3168,19,1,108,410.28,0.71,9,2.5,Low,0.78,3309318.48,76.4,0
INV-002142,2024-03-15,North,Component Y,Supplier-042,WH-North,7423,1974,540,29,0,2602,117.87,7.24,11,3.0,Critical,0.96,874949.01,412.4,0
INV-002143,2024-01-30,East,Component Y,Supplier-049,WH-East,1420,463,1877,30,15,3428,281.71,1.07,19,1.3,Medium,0.94,400028.2,22.7,0
INV-002144,2023-09-05,Central,Component X,Supplier-039,WH-Central,2080,1857,3095,47,28,4783,98.65,2.22,15,3.1,Medium,0.98,205192.0,20.2,0
INV-002145,2022-06-27,East,Equipment,Supplier-023,WH-East,8635,1951,3087,35,4,4047,28.85,7.47,7,2.8,Medium,0.88,249119.75,83.9,0
INV-002146,2022-07-04,West,Raw Material A,Supplier-015,WH-South,1458,548,3100,28,11,3080,161.76,8.4,11,1.6,Low,0.71,235846.08,14.1,0
INV-002147,2023-04-06,West,Finished Good 2,Supplier-045,WH-North,2291,1593,3039,51,9,1232,496.13,7.25,7,3.2,Low,0.89,1136633.83,22.6,0
INV-002148,2023-08-01,South,Finished Good 2,Supplier-044,WH-East,3215,350,1207,12,24,3326,487.39,9.2,10,3.5,Low,0.9,1566958.85,79.9,0
INV-002149,2022-01-04,West,Equipment,Supplier-038,WH-Central,5262,1255,4879,51,12,2110,237.1,9.88,13,2.3,Medium,0.86,1247620.2,32.4,0
INV-002150,2024-07-04,West,Component X,Supplier-013,WH-West,3046,1799,4521,59,25,4745,191.24,8.22,14,1.9,High,0.72,582517.04,20.2,0
INV-002151,2023-10-26,West,Raw Material A,Supplier-046,WH-Central,8075,1220,4001,56,5,3123,487.69,6.37,3,1.0,High,0.98,3938096.75,60.5,0
INV-002152,2022-07-25,South,Finished Good 1,Supplier-005,WH-North,9619,1780,4888,58,24,632,217.09,1.01,19,3.0,Low,0.73,2088188.71,59.0,0
INV-002153,2024-03-27,West,Finished Good 2,Supplier-002,WH-South,2242,1501,3335,43,15,752,9.36,9.05,0,1.2,Low,0.7,20985.12,20.2,0
INV-002154,2023-07-05,Central,Equipment,Supplier-036,WH-East,2632,1478,832,42,25,4411,478.23,3.23,17,3.0,Medium,0.83,1258701.36,94.9,0
INV-002155,2024-08-19,West,Finished Good 1,Supplier-027,WH-East,3449,529,242,28,24,4556,422.11,4.21,16,4.1,Low,0.79,1455857.39,427.6,0
INV-002156,2022-03-27,West,Packaging,Supplier-027,WH-West,4745,385,3774,43,3,500,344.45,5.45,8,4.3,High,0.93,1634415.25,37.7,0
INV-002157,2024-12-06,West,Packaging,Supplier-005,WH-South,4693,107,1833,18,27,4372,433.05,8.89,11,1.1,High,0.8,2032303.65,76.8,0
INV-002158,2022-01-31,South,Component Y,Supplier-005,WH-East,7298,1613,3550,53,14,4668,74.09,8.13,2,2.6,Critical,0.81,540708.82,61.7,0
INV-002159,2024-01-23,North,Component X,Supplier-007,WH-East,1981,960,2738,29,11,1563,115.27,5.28,18,3.8,Low,0.99,228349.87,21.7,0
INV-002160,2023-02-03,South,Packaging,Supplier-013,WH-East,9470,295,3697,48,5,4880,41.88,8.85,11,1.6,Low,0.76,396603.6,76.8,0
INV-002161,2024-05-30,West,Raw Material B,Supplier-017,WH-West,2950,1681,991,56,24,3395,462.44,8.59,18,2.9,High,0.93,1364198.0,89.3,0
INV-002162,2024-05-09,Central,Equipment,Supplier-041,WH-North,1921,1326,1670,27,26,4750,165.86,3.77,2,3.9,Medium,0.76,318617.06,34.5,0
INV-002163,2023-02-19,Central,Finished Good 2,Supplier-034,WH-West,7683,1553,698,30,27,4996,464.64,3.17,18,1.6,High,0.82,3569829.12,330.2,0
INV-002164,2023-08-26,Central,Raw Material B,Supplier-045,WH-West,1894,1845,4636,3,23,4870,241.65,4.24,1,3.8,Medium,0.91,457685.1,12.3,0
INV-002165,2022-10-16,South,Finished Good 2,Supplier-033,WH-Central,8190,1219,2085,44,24,4555,361.73,7.79,19,4.9,Medium,0.92,2962568.7,117.8,0
INV-002166,2024-02-13,West,Raw Material B,Supplier-039,WH-East,1487,1074,3199,15,26,2560,376.51,6.46,18,1.9,Low,0.94,559870.37,13.9,0
INV-002167,2024-12-30,Central,Equipment,Supplier-008,WH-North,4839,840,650,1,22,443,152.87,1.64,2,2.3,Medium,0.73,739737.93,223.3,0
INV-002168,2024-04-09,West,Raw Material B,Supplier-038,WH-Central,950,1707,1021,39,12,1113,228.14,3.53,10,1.0,Low,0.8,216733.0,27.9,1
INV-002169,2022-11-23,Central,Equipment,Supplier-050,WH-East,1634,1004,4493,49,3,1191,450.58,8.83,11,2.5,Medium,0.84,736247.72,10.9,0
INV-002170,2024-03-06,West,Finished Good 2,Supplier-048,WH-East,8769,1638,230,13,12,2353,392.41,9.36,2,2.9,High,0.76,3441043.29,1143.8,0
INV-002171,2024-07-29,West,Packaging,Supplier-004,WH-West,2256,323,3953,15,26,3159,283.58,1.78,8,2.2,Low,0.92,639756.48,17.1,0
INV-002172,2022-02-01,North,Component Y,Supplier-040,WH-South,9759,1842,401,29,0,3922,205.41,9.76,4,3.7,Low,0.98,2004596.19,730.1,0
INV-002173,2024-12-17,North,Packaging,Supplier-042,WH-Central,3510,249,3800,26,26,4645,488.48,6.46,8,1.5,Low,0.92,1714564.8,27.7,0
INV-002174,2023-04-25,East,Finished Good 2,Supplier-044,WH-West,697,1769,635,23,1,4888,21.54,8.09,1,3.7,Low,0.82,15013.38,32.9,1
INV-002175,2024-06-06,South,Raw Material B,Supplier-004,WH-Central,274,1134,2226,30,27,2376,384.12,8.36,9,4.3,Low,0.84,105248.88,3.7,1
INV-002176,2024-12-01,North,Component Y,Supplier-001,WH-East,2701,1464,4382,41,26,705,292.99,1.88,0,2.8,Medium,0.95,791365.99,18.5,0
INV-002177,2022-08-31,East,Raw Material B,Supplier-050,WH-West,3649,1565,3674,48,20,1866,462.46,6.4,4,1.9,Low,0.82,1687516.54,29.8,0
INV-002178,2024-08-25,South,Component Y,Supplier-003,WH-North,684,1268,2681,28,21,2009,371.8,1.82,7,4.5,Medium,0.88,254311.2,7.7,1
INV-002179,2024-12-19,East,Component X,Supplier-026,WH-East,4655,1394,3581,48,18,2982,73.5,4.66,4,3.5,Medium,0.82,342142.5,39.0,0
INV-002180,2024-09-20,East,Finished Good 1,Supplier-038,WH-Central,397,1655,1362,31,10,1277,394.2,3.89,14,2.8,Low,0.88,156497.4,8.7,1
INV-002181,2022-05-29,South,Component Y,Supplier-021,WH-North,2800,1031,966,55,15,1440,163.62,8.54,8,3.8,Medium,0.94,458136.0,87.0,0
INV-002182,2024-01-16,Central,Finished Good 2,Supplier-003,WH-Central,2960,1241,3574,57,27,448,171.18,1.91,16,4.1,Medium,0.98,506692.8,24.8,0
INV-002183,2022-03-04,Central,Finished Good 2,Supplier-027,WH-East,1868,1319,867,12,1,4091,244.68,8.59,7,3.0,Low,1.0,457062.24,64.6,0
INV-002184,2024-01-30,East,Equipment,Supplier-027,WH-North,1141,1841,803,23,24,3384,317.74,3.88,9,4.9,Low,0.72,362541.34,42.6,1
INV-002185,2024-05-28,West,Finished Good 2,Supplier-003,WH-East,8573,410,3016,11,1,4926,7.03,1.08,12,2.1,Critical,0.83,60268.19,85.3,0
INV-002186,2023-01-05,West,Equipment,Supplier-014,WH-East,2576,1678,4975,40,7,4561,478.05,6.81,13,2.4,Low,0.82,1231456.8,15.5,0
INV-002187,2024-01-14,East,Component Y,Supplier-030,WH-West,2925,799,4579,23,19,2659,316.64,9.96,2,2.4,Medium,0.98,926172.0,19.2,0
INV-002188,2024-07-17,North,Finished Good 1,Supplier-008,WH-East,8594,1065,1190,37,9,2278,206.57,8.95,7,2.1,Low,0.71,1775262.58,216.7,0
INV-002189,2022-06-08,North,Component Y,Supplier-009,WH-South,7238,1458,561,21,13,3929,328.22,9.28,2,4.6,High,0.81,2375656.36,387.1,0
INV-002190,2024-07-19,West,Equipment,Supplier-026,WH-North,7990,1675,2852,9,2,173,340.9,3.94,11,2.6,Low,0.97,2723791.0,84.0,0
INV-002191,2024-02-12,North,Component X,Supplier-017,WH-East,1917,1361,4255,24,21,2913,10.77,2.44,18,1.4,Low,0.96,20646.09,13.5,0
INV-002192,2022-02-17,East,Raw Material A,Supplier-017,WH-South,3953,742,2671,48,8,2155,52.67,8.72,1,3.4,Low,0.98,208204.51,44.4,0
INV-002193,2023-04-30,North,Finished Good 1,Supplier-005,WH-North,7541,1026,3647,7,29,3538,279.91,0.8,12,3.1,Low,0.79,2110801.31,62.0,0
INV-002194,2022-09-17,West,Component Y,Supplier-043,WH-East,9419,1092,3875,18,2,4051,204.15,9.51,13,4.1,High,0.76,1922888.85,72.9,0
INV-002195,2022-02-15,Central,Finished Good 2,Supplier-021,WH-West,9776,423,3627,6,16,648,236.1,4.04,2,4.5,Low,0.88,2308113.6,80.9,0
INV-002196,2022-06-28,West,Component X,Supplier-035,WH-North,2471,1368,1468,22,16,246,106.69,7.14,7,4.2,Medium,0.86,263630.99,50.5,0
INV-002197,2022-09-29,Central,Raw Material B,Supplier-041,WH-East,4866,622,4711,24,14,3864,468.51,4.14,3,1.1,Medium,0.9,2279769.66,31.0,0
INV-002198,2024-06-02,West,Finished Good 2,Supplier-024,WH-North,7735,604,889,35,21,3153,175.78,6.41,18,4.4,Medium,0.76,1359658.3,261.0,0
INV-002199,2024-01-05,North,Packaging,Supplier-039,WH-West,4601,1658,1866,32,1,608,30.43,3.67,14,3.6,Medium,0.99,140008.43,74.0,0
INV-002200,2024-07-19,North,Packaging,Supplier-018,WH-North,6993,580,1110,41,21,3291,319.95,3.51,6,4.1,Low,0.77,2237410.35,189.0,0
INV-002201,2024-12-05,West,Finished Good 1,Supplier-016,WH-South,4900,981,4118,18,13,3754,291.27,3.91,6,1.5,Medium,0.83,1427223.0,35.7,0
INV-002202,2023-01-18,Central,Raw Material B,Supplier-020,WH-Central,2328,1005,2028,22,19,4125,291.36,7.99,3,3.3,Medium,0.92,678286.08,34.4,0
INV-002203,2024-02-18,East,Equipment,Supplier-015,WH-West,8825,393,3010,37,22,1570,37.27,2.45,3,3.7,Critical,0.99,328907.75,88.0,0
INV-002204,2022-01-31,North,Component X,Supplier-032,WH-North,7484,1727,4577,54,12,1198,385.6,4.65,18,4.5,Low,0.85,2885830.4,49.1,0
INV-002205,2023-09-12,West,Finished Good 2,Supplier-036,WH-North,1643,698,4722,30,17,3293,167.59,3.39,8,2.5,High,0.76,275350.37,10.4,0
INV-002206,2022-06-11,East,Finished Good 1,Supplier-031,WH-South,6264,1594,3115,33,21,1278,476.47,1.29,15,4.6,High,0.89,2984608.08,60.3,0
INV-002207,2022-01-12,West,Finished Good 2,Supplier-027,WH-North,6060,1873,3422,45,13,425,311.43,7.41,17,4.4,Medium,0.74,1887265.8,53.1,0
INV-002208,2024-01-25,North,Equipment,Supplier-007,WH-North,6409,755,349,39,14,4935,337.79,8.88,10,1.3,Medium,0.83,2164896.11,550.9,0
INV-002209,2022-10-13,South,Component Y,Supplier-009,WH-South,5669,238,3704,23,14,660,292.36,2.83,3,3.5,Low,0.75,1657388.84,45.9,0
INV-002210,2022-05-30,Central,Packaging,Supplier-034,WH-East,9003,1175,368,2,7,4266,226.61,4.06,18,4.4,Low,0.77,2040169.83,733.9,0
INV-002211,2024-08-02,Central,Raw Material A,Supplier-049,WH-Central,5922,261,2789,9,28,2191,170.28,8.9,3,1.7,Low,0.96,1008398.16,63.7,0
INV-002212,2024-01-10,North,Equipment,Supplier-020,WH-South,5137,966,1222,22,14,2528,80.27,8.92,18,3.3,Medium,0.9,412346.99,126.1,0
INV-002213,2023-11-19,Central,Packaging,Supplier-016,WH-South,6168,369,2493,1,27,4893,309.31,7.3,4,2.9,Low,0.92,1907824.08,74.2,0
INV-002214,2024-11-11,West,Raw Material A,Supplier-004,WH-South,8098,380,3545,53,26,1932,497.95,4.96,3,4.9,Low,0.75,4032399.1,68.5,0
INV-002215,2023-10-06,East,Equipment,Supplier-048,WH-East,2758,1250,1611,10,15,4204,205.98,1.97,15,1.1,Low,0.98,568092.84,51.4,0
INV-002216,2022-08-30,East,Component Y,Supplier-042,WH-Central,3876,414,812,32,19,2639,123.7,6.17,8,3.8,Low,0.72,479461.2,143.2,0
INV-002217,2024-08-01,East,Equipment,Supplier-026,WH-Central,3544,1658,346,46,27,1703,399.16,4.15,1,2.3,Medium,0.98,1414623.04,307.3,0
INV-002218,2024-09-23,West,Component X,Supplier-041,WH-North,2962,729,1912,7,25,397,467.6,3.53,18,1.1,Low,0.78,1385031.2,46.5,0
INV-002219,2024-07-24,West,Packaging,Supplier-001,WH-South,7085,1080,2072,10,11,2011,492.88,8.37,19,3.8,Low,0.72,3492054.8,102.6,0
INV-002220,2023-08-19,South,Packaging,Supplier-050,WH-East,4532,1925,2889,44,6,1564,427.56,4.46,8,1.3,High,0.84,1937701.92,47.1,0
INV-002221,2022-07-04,Central,Raw Material B,Supplier-030,WH-East,9471,215,2320,47,15,2476,255.06,5.33,10,2.9,High,0.85,2415673.26,122.5,0
INV-002222,2022-10-10,East,Component X,Supplier-023,WH-East,8051,1464,4557,45,21,1889,426.7,4.45,14,1.7,Low,0.94,3435361.7,53.0,0
INV-002223,2024-09-26,North,Finished Good 1,Supplier-002,WH-South,3795,831,4069,16,13,945,37.76,7.19,4,3.4,Low,0.89,143299.2,28.0,0
INV-002224,2023-08-31,West,Equipment,Supplier-031,WH-West,6455,187,2690,24,11,4289,404.46,2.54,19,2.9,Medium,0.81,2610789.3,72.0,0
INV-002225,2024-02-28,North,Raw Material A,Supplier-013,WH-West,4476,1761,1006,4,22,3748,48.3,6.76,2,4.6,High,0.88,216190.8,133.5,0
INV-002226,2023-01-14,West,Finished Good 2,Supplier-045,WH-South,7891,610,2628,57,25,3476,304.61,5.41,4,1.6,High,0.88,2403677.51,90.1,0
INV-002227,2022-06-02,North,Raw Material A,Supplier-038,WH-North,3483,260,2585,44,23,3882,168.14,7.75,18,2.9,Low,0.98,585631.62,40.4,0
INV-002228,2022-07-17,Central,Packaging,Supplier-050,WH-North,1204,652,2908,37,13,1228,280.71,5.46,4,2.2,Low,0.71,337974.84,12.4,0
INV-002229,2022-10-24,East,Packaging,Supplier-037,WH-North,1489,1928,2101,19,18,3119,153.43,3.98,3,4.5,High,0.9,228457.27,21.3,1
INV-002230,2023-07-29,Central,Component Y,Supplier-036,WH-East,9966,817,594,1,14,4508,29.48,1.59,11,4.3,High,0.93,293797.68,503.3,0
INV-002231,2022-07-08,North,Finished Good 1,Supplier-013,WH-East,3403,897,211,25,15,1605,396.83,5.39,4,2.1,Medium,0.87,1350412.49,483.8,0
INV-002232,2024-04-04,West,Finished Good 1,Supplier-020,WH-Central,6229,267,2912,19,28,4823,61.63,3.46,6,4.8,High,0.96,383893.27,64.2,0
INV-002233,2022-10-10,West,Raw Material A,Supplier-009,WH-East,5010,757,3013,47,17,1048,308.81,9.04,11,4.2,High,0.99,1547138.1,49.9,0
INV-002234,2024-06-11,North,Raw Material B,Supplier-038,WH-East,5469,1132,4284,27,3,1353,151.81,2.86,14,4.3,Low,0.77,830248.89,38.3,0
INV-002235,2023-06-30,West,Equipment,Supplier-018,WH-East,2844,184,3055,26,1,4444,315.59,8.09,19,2.2,Medium,0.96,897537.96,27.9,0
INV-002236,2022-12-29,West,Finished Good 1,Supplier-047,WH-North,9199,1151,4908,35,23,2167,213.82,4.92,9,4.5,Low,0.85,1966930.18,56.2,0
INV-002237,2022-11-30,East,Finished Good 2,Supplier-040,WH-West,3394,457,180,55,13,3140,437.85,0.62,15,2.9,High,0.91,1486062.9,565.7,0
INV-002238,2022-10-16,East,Component X,Supplier-025,WH-North,6495,1936,1076,44,4,2085,363.84,3.04,3,2.5,Medium,0.78,2363140.8,181.1,0
INV-002239,2024-09-04,Central,Component Y,Supplier-015,WH-Central,6860,1569,3606,19,0,4915,124.8,9.21,15,1.8,Low,0.95,856128.0,57.1,0
INV-002240,2023-11-16,South,Component X,Supplier-039,WH-South,7410,872,840,16,28,3202,482.25,3.43,18,4.9,Low,0.84,3573472.5,264.6,0
INV-002241,2024-11-15,West,Packaging,Supplier-012,WH-South,7432,1719,372,28,2,4367,128.14,6.08,6,4.9,Low,0.91,952336.48,599.4,0
INV-002242,2022-06-02,South,Finished Good 1,Supplier-046,WH-Central,5807,1341,3002,54,11,1472,79.56,6.01,4,3.0,High,0.96,462004.92,58.0,0
INV-002243,2024-07-09,West,Component Y,Supplier-014,WH-East,2542,1337,1142,53,29,455,487.64,6.77,7,4.9,Low,0.89,1239580.88,66.8,0
INV-002244,2022-04-20,South,Raw Material A,Supplier-007,WH-North,6454,557,1829,47,28,3389,42.25,9.53,5,4.5,Low,0.88,272681.5,105.9,0
INV-002245,2023-06-26,East,Component X,Supplier-024,WH-West,1734,149,240,9,17,389,179.59,7.53,19,1.4,Low,0.72,311409.06,216.8,0
INV-002246,2024-01-21,North,Packaging,Supplier-050,WH-Central,7979,1231,3656,46,24,1431,316.68,5.83,1,4.0,High,0.91,2526789.72,65.5,0
INV-002247,2023-06-30,Central,Component X,Supplier-007,WH-North,8623,1864,573,40,16,2775,476.85,9.17,4,4.6,High,0.81,4111877.55,451.5,0
INV-002248,2022-09-28,Central,Component X,Supplier-046,WH-North,7064,712,2221,50,28,4601,145.6,7.86,1,2.9,High,0.96,1028518.4,95.4,0
INV-002249,2022-08-04,East,Finished Good 2,Supplier-039,WH-North,2511,1900,3142,50,22,542,328.79,2.92,9,4.2,Medium,0.83,825591.69,24.0,0
INV-002250,2023-12-11,Central,Equipment,Supplier-031,WH-North,7092,1459,2133,17,16,2966,13.11,2.74,1,1.7,Low,0.95,92976.12,99.7,0
INV-002251,2023-08-25,East,Packaging,Supplier-043,WH-North,3732,1945,2224,1,5,452,357.72,8.57,12,4.7,Medium,0.96,1335011.04,50.3,0
INV-002252,2024-02-03,North,Component X,Supplier-037,WH-South,7117,1705,3529,16,15,280,458.08,1.67,14,4.4,Low,0.91,3260155.36,60.5,0
INV-002253,2024-09-22,Central,Component Y,Supplier-033,WH-East,3667,1526,261,27,26,2616,81.89,2.23,11,1.9,Low,0.72,300290.63,421.5,0
INV-002254,2022-04-03,West,Packaging,Supplier-006,WH-Central,2611,1099,4265,1,12,2241,389.59,7.16,13,1.4,Medium,0.78,1017219.49,18.4,0
INV-002255,2023-10-16,Central,Raw Material B,Supplier-033,WH-East,7048,1721,3236,54,20,471,250.72,2.24,12,2.8,Low,0.78,1767074.56,65.3,0
INV-002256,2024-06-10,South,Component Y,Supplier-038,WH-East,4848,1128,703,7,27,101,299.91,8.65,7,3.3,Medium,0.93,1453963.68,206.9,0
INV-002257,2024-11-01,Central,Packaging,Supplier-022,WH-East,1647,1753,3238,25,9,253,353.11,2.38,2,2.4,High,0.97,581572.17,15.3,1
INV-002258,2022-09-16,South,Finished Good 1,Supplier-018,WH-Central,3200,1883,233,33,11,190,352.71,3.09,9,2.2,Medium,0.89,1128672.0,412.0,0
INV-002259,2022-01-06,West,Equipment,Supplier-011,WH-East,382,1169,226,4,7,147,238.41,5.48,17,1.0,Low,0.77,91072.62,50.7,1
INV-002260,2022-10-17,South,Equipment,Supplier-050,WH-North,4549,204,2536,28,1,4055,230.1,6.26,4,1.0,Low,0.8,1046724.9,53.8,0
INV-002261,2022-09-16,West,Raw Material B,Supplier-014,WH-East,7881,1715,187,39,13,3683,146.41,5.8,11,1.6,High,0.86,1153857.21,1264.3,0
INV-002262,2024-01-22,North,Component X,Supplier-026,WH-West,8411,1065,1847,23,14,3558,82.32,4.95,15,4.0,Low,0.73,692393.52,136.6,0
INV-002263,2024-10-14,Central,Equipment,Supplier-010,WH-West,2066,1709,2580,29,22,1180,426.28,1.19,5,4.6,Low,0.95,880694.48,24.0,0
INV-002264,2022-01-01,South,Raw Material A,Supplier-038,WH-North,3958,1349,4676,31,21,908,413.36,6.09,7,1.5,Low,0.89,1636078.88,25.4,0
INV-002265,2022-02-06,North,Raw Material A,Supplier-032,WH-West,5032,1685,4477,51,9,3445,429.29,7.7,5,3.9,High,0.77,2160187.28,33.7,0
INV-002266,2022-04-12,North,Packaging,Supplier-012,WH-West,6847,1078,4582,37,19,690,487.69,4.94,10,2.0,Low,0.97,3339213.43,44.8,0
INV-002267,2022-05-10,South,Raw Material A,Supplier-032,WH-South,85,994,3025,59,15,2914,179.64,3.22,3,1.5,Medium,0.86,15269.4,0.8,1
INV-002268,2024-03-28,Central,Component Y,Supplier-039,WH-East,8529,1982,3901,8,29,4548,222.94,1.79,6,2.6,Critical,0.72,1901455.26,65.6,0
INV-002269,2023-03-26,East,Finished Good 1,Supplier-036,WH-North,2291,160,1161,46,29,3156,459.43,3.61,8,4.0,Low,0.91,1052554.13,59.2,0
INV-002270,2023-12-02,North,Finished Good 1,Supplier-033,WH-South,7983,1487,724,21,17,271,96.27,9.26,6,3.2,Medium,0.84,768523.41,330.8,0
INV-002271,2024-04-19,North,Raw Material B,Supplier-013,WH-North,7707,849,239,2,26,1947,301.27,4.0,12,1.6,Low,0.85,2321887.89,967.4,0
INV-002272,2023-07-18,South,Equipment,Supplier-044,WH-South,3487,336,731,24,3,2451,343.91,7.48,16,1.6,Low,0.91,1199214.17,143.1,0
INV-002273,2022-04-19,West,Raw Material A,Supplier-031,WH-North,2168,1171,3874,2,7,4212,375.27,3.31,1,2.2,Medium,0.76,813585.36,16.8,0
INV-002274,2024-07-29,West,Raw Material A,Supplier-015,WH-North,9749,1869,3315,28,1,3275,420.3,1.66,8,3.7,Low,0.99,4097504.7,88.2,0
INV-002275,2022-12-18,East,Raw Material B,Supplier-017,WH-West,4278,394,1336,18,24,2350,132.22,8.84,1,2.2,Low,0.95,565637.16,96.1,0
INV-002276,2023-03-09,East,Packaging,Supplier-024,WH-Central,8063,1681,2878,54,13,153,299.99,2.49,8,1.4,Medium,0.97,2418819.37,84.0,0
INV-002277,2022-10-06,Central,Component X,Supplier-045,WH-West,6186,1378,2014,26,19,2162,468.34,1.27,19,3.4,High,0.97,2897151.24,92.1,0
INV-002278,2023-07-25,East,Raw Material A,Supplier-014,WH-South,1266,176,1314,9,23,204,450.15,4.15,17,5.0,Low,0.82,569889.9,28.9,0
INV-002279,2024-08-20,West,Finished Good 2,Supplier-014,WH-East,5883,1754,4771,53,22,1299,296.44,8.59,9,4.0,High,0.8,1743956.52,37.0,0
INV-002280,2022-12-30,West,Component X,Supplier-025,WH-East,1175,1678,2354,50,12,3880,136.68,1.41,2,3.1,Critical,0.87,160599.0,15.0,1
